fp_sol,normalized_hash,label,n_assessments,n_positive,n_negative,n_assessed_types,assessed_types,positive_types,assessed_swcs,source_datasets,source_path,v1_labels,v1_splits,same_label,conflict_reason
06fe728bc19e2352958e926030efa89e,a6492926fc88becb878bc0d9f0932258742d00a3a67ad69cd6759f2f4f74c527,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,bad_randomness|denial_service,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\06fe728bc19e2352958e926030efa89e.sol,1,train,True,
072123a8f7b1dc7bd849ebe6b9dd80d9,896e13a9563877e79e005ad7cbf3731a44c1483416419bb627787c5471ee20bf,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\072123a8f7b1dc7bd849ebe6b9dd80d9.sol,1,train,True,
0758f5676748686e276b507b607f3d35,8861db7199844757928fde694f8639bf57a66f6cde4ac811eb3571e94c76c351,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\0758f5676748686e276b507b607f3d35.sol,1,val,True,
078b9c7ae51ff2ab0c3619cc94a6900a,451af92595d026de37d67585158a66f6f273c316bdaa82b4e71ab429651a5cf9,1,5,1,4,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,bad_randomness,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\078b9c7ae51ff2ab0c3619cc94a6900a.sol,1,val,True,
081d9a5520521ece4a3b5c17677e9609,1d67a1aa78c857cf88db55b3a62e2218f71c73a9fb8c3a63d1320acdf87ea855,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\081d9a5520521ece4a3b5c17677e9609.sol,0,train,True,
083e60356eeecf6edf0e82b79f66a4ba,9d1823329618412c9eba4d67b2319565e4d34bb0a73d4005bc3adb94125d9d66,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\083e60356eeecf6edf0e82b79f66a4ba.sol,1,val,True,
089e01197d3c63c63adec44544b827d0,5b53b50461971c9e39016c5ce3b9d77993a3fc5aec011417391d4d555182acc1,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\089e01197d3c63c63adec44544b827d0.sol,1,train,True,
08c780e746242435dab4f0edfdd708e4,8fe764e4e38e1dfaa9bf9e34a04c3abb1c77e51f708f341bac168dca9e00900a,0,5,0,5,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,104|107|113|114|120,NPChecker,C:\Users\Exauce\Documents\smart-contract-cgt\source\08c780e746242435dab4f0edfdd708e4.sol,1,val,False,cgt_v1_label_conflict
0aef6c211111272d7254889fc692314e,d47ea964beca3feff199a5b273efd539c819860b0832141d53f07b9709d65094,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|reentrancy|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\0aef6c211111272d7254889fc692314e.sol,0,train,False,cgt_v1_label_conflict
0ba1a56bedc9564da325d5d04b095dda,d7f84cd8bd01d7c7e412d6b49c4bcfaf3f3052d3e8823a4c541f7e7f9cc83cf3,1,7,5,2,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|front_running|reentrancy|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\0ba1a56bedc9564da325d5d04b095dda.sol,1,train,True,
0bc87b374140bf4b45301142388b1ac2,28673a856def5b91521c587b7cc8d83f9e3bf22415ae6624cf2fa93003654a4f,0,4,0,4,4,denial_service|front_running|reentrancy|unchecked_low_calls,,104|107|113|114,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\0bc87b374140bf4b45301142388b1ac2.sol,1,test,False,cgt_v1_label_conflict
0c0e4d519a4ee4389b9292f0b149f2d4,3f832b97a8c24cc384d7a36c8867c51565508babce067ef45d5b15874571b83e,1,2,2,0,1,unchecked_low_calls,unchecked_low_calls,104,ContractFuzzer|SBcurated,C:\Users\Exauce\Documents\smart-contract-cgt\source\0c0e4d519a4ee4389b9292f0b149f2d4.sol,1,val,True,
0c11eade660c549fd30cc7b4007f6ef2,79c09360d345b9bd6d926c32df3f38a7e5ccf438e84daeb8c2f48b0edb9af015,1,2,2,0,1,bad_randomness,bad_randomness,120,SBcurated|SWCregistry,C:\Users\Exauce\Documents\smart-contract-cgt\source\0c11eade660c549fd30cc7b4007f6ef2.sol,1,train,True,
0c667b09db9b8c8567bf5d4a55930660,ed525089f58fdc8d0f70350ebd555593c774e5234e7892452c4a7ce590c9b94f,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\0c667b09db9b8c8567bf5d4a55930660.sol,1,train,True,
0cdc64278f3169e4b4be494f50a9067f,e1e165b5669b85f858cb5dbe29a5d4608ff50e8404a530a7615c03abc26ba99c,1,1,1,0,1,reentrancy,reentrancy,107,SBcurated,C:\Users\Exauce\Documents\smart-contract-cgt\source\0cdc64278f3169e4b4be494f50a9067f.sol,1,train,True,
0e9b2182ea72fab1e822f0bebe52f9e6,e23aa5fbc3bde036bcb2e26efe152273106a3b44795e979161cbb94f03dd799f,1,6,1,5,5,bad_randomness|denial_service|reentrancy|time_manipulation|unchecked_low_calls,time_manipulation,104|107|113|116|120|128,CodeSmells|ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\0e9b2182ea72fab1e822f0bebe52f9e6.sol,1,train,True,
0f455b192d1356519b25a44a5a8651c1,c0b61409f225515a6ac5df83dc2aafcb0ec0f42ebd0cd23720a2b5cc5daa4b03,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\0f455b192d1356519b25a44a5a8651c1.sol,1,train,True,
104f0bb37ed8235a5567542988a0eef4,6a2c0e593eaff006cc99f4d5b6bd1588b9aff4902808feb068a67fcc8f6c6758,1,12,6,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,NPChecker|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\104f0bb37ed8235a5567542988a0eef4.sol,1,test,True,
116d27375e8107743f7afa67c0e66c5f,1336904942d98ab237a8504574a58a4268b126423729fa55bdcc2564135b5f26,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\116d27375e8107743f7afa67c0e66c5f.sol,1,train,True,
11aca172784c464d9fd5c88f698ac350,8c18c471caefbeee12c8ba9e4b6cc1b8c1cc28145b02caebd8cc1125414910af,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\11aca172784c464d9fd5c88f698ac350.sol,1,val,True,
12d3b6e46ba8276510e366c348bc13cf,36d24f7368fb45890cf1e7a9af11cecb05cd1a85e3f74f34df7d2b08bb7d18b9,1,1,1,0,1,arithmetic,arithmetic,101,SBcurated,C:\Users\Exauce\Documents\smart-contract-cgt\source\12d3b6e46ba8276510e366c348bc13cf.sol,1,train,True,
13371f6fcfda3a0fb88e0d404700725f,de38a420aa9950a3b54b2a2c55c2fcec119ce88ec8778c9e11cb1fc87544b2fc,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\13371f6fcfda3a0fb88e0d404700725f.sol,0,val,False,cgt_v1_label_conflict
156fc36e6b8f1690a122490f92850a9b,345aa3b71b2185ac8af0a8fd118d49ba1bcbfd3280e721afbfbe4b0f7480c400,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\156fc36e6b8f1690a122490f92850a9b.sol,1,test,True,
15c7b09fde87ff4c25709229e8d86e9f,bf008778cbc63fd8c1adcbeee2adc61ac9050a5c73268330c79fbf5e22123711,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\15c7b09fde87ff4c25709229e8d86e9f.sol,0,train,False,cgt_v1_label_conflict
15f0f5d0a9c293644706e36c2e3e79cb,c4d52235a7c2a66cb6280e6b3464585190ae20e9d4c31cf0bf41dfe5e7feb73e,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\15f0f5d0a9c293644706e36c2e3e79cb.sol,1,test,True,
160379813b0fd087c4e0b581a6542d6a,55291c67aa13b1434a7c82f4ed9e8aede287d454ec4b4aff1c0438b04eec1a18,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\160379813b0fd087c4e0b581a6542d6a.sol,1,train,True,
168c5801595d4c0592a76a52a2638e0e,3f241279df9435bc06ea0f780b42593af5d8cd2eb1fc76e9276e73e6f4c3fb18,1,7,5,2,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\168c5801595d4c0592a76a52a2638e0e.sol,1,val,True,
175c443da7637ba3b53053561531a69e,12f8bbce40beb226b9028c8660ef1d99c0ff3798998f11041374b59f4430e306,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\175c443da7637ba3b53053561531a69e.sol,1,val,True,
182b0e2f9cdb89bd4b9eb5e986ceab1d,10f116b0dbd75aa0657ee889bb2ebc5eebe955b1f5bafdfc642014d0f4b508c6,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\182b0e2f9cdb89bd4b9eb5e986ceab1d.sol,0,train,False,cgt_v1_label_conflict
18731bf4901e60907f304ae330903785,f15d893953d384cc3e8651715bf18237b3264d93b5df9112c7966cdbcf900042,1,8,4,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,ContractFuzzer|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\18731bf4901e60907f304ae330903785.sol,0,test,False,cgt_v1_label_conflict
187c97cc295dfaaac4b85f7c829214fc,256332897e60b826bf989640d5db322164e6c72256fab5f77604c89dcacbc414,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\187c97cc295dfaaac4b85f7c829214fc.sol,1,train,True,
188b738535499d2d49da9a27e26e715d,012447267793a069e8c168456710d672e201ed20a7b6bf69d99c365a5fb62fd6,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\188b738535499d2d49da9a27e26e715d.sol,1,train,True,
189fc32c2d956ef31008eedfe9a880a0,1ea84221a68f35734e67d02c0435c94d2439df77f978bf2b60bd609a9deae337,0,12,0,12,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120|128,CodeSmells|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\189fc32c2d956ef31008eedfe9a880a0.sol,0,val,True,
18c2e0c374031239846b704cf76a6854,ddb3e3b56467346930dbb5cc95de9a8066a98b26db6f477ea14279db51ad999d,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\18c2e0c374031239846b704cf76a6854.sol,0,train,True,
1ace4789a1fed6463552756539eeb658,1457ae47eebdcd6784ee48634fcc94ab63227029f49949a3f7b30bf3ed21b973,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\1ace4789a1fed6463552756539eeb658.sol,1,train,True,
1af1de9c9345b5323a83ebb2a38458d3,b3cf3e6bfcd36f2a5316147129a6ac77896373c3363da4ab81b2772c01ef4f58,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\1af1de9c9345b5323a83ebb2a38458d3.sol,1,test,True,
1b1f54b3f4cefadf796b2e17b05cc2e7,817d529e1f4b08e01e9bbc20399811c2be9d1e049505d463bab762c3b0cce1db,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\1b1f54b3f4cefadf796b2e17b05cc2e7.sol,0,train,False,cgt_v1_label_conflict
1b33d0c20abe23879a043d655f421b2f,79f734f8ca82821b84841fd57206c0ee12e141a0cdcfe5cf1cfb5f874d17077f,1,11,5,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,NPChecker|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\1b33d0c20abe23879a043d655f421b2f.sol,1,train,True,
1b7c524f50fb60a4dbe540674deae1c8,d14b785c4daab7f5a8a7d6fa966b9496ce7afd1cc7952f36678f38614d5ed12c,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\1b7c524f50fb60a4dbe540674deae1c8.sol,1,train,True,
1c441ae481d5647eebcbfbd62e323c43,e9f5209425a1ad2a8775b52baacb0b25380c0170942529053cf5cc995d3b8032,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\1c441ae481d5647eebcbfbd62e323c43.sol,0,train,False,cgt_v1_label_conflict
1f3d57268206f69991ffde3e48b86b3b,0fd1db32a3571539f5cc4c241e3258f674c857036dcfe1bfac4c2ce0f219b323,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\1f3d57268206f69991ffde3e48b86b3b.sol,1,test,True,
1f64671037738fde256290124afa3ce4,733915666d14196dbd74dfc176c6f8c2649bead71a2d038c67fddaad423d9325,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\1f64671037738fde256290124afa3ce4.sol,0,train,False,cgt_v1_label_conflict
20e0af360932a053a4ce6242c97dedb8,cf9579334eb94305465a42a50f26e8ea509c945fc7108111c024029c8a67c19f,1,5,1,4,5,arithmetic|bad_randomness|denial_service|front_running|unchecked_low_calls,arithmetic,101|104|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\20e0af360932a053a4ce6242c97dedb8.sol,1,train,True,
20e72cb95d983104a0963965538d7243,c40ec6218bbe5c713d450dfb8c03ebd256f7def1de400e048d88417f06dcf760,0,1,0,1,1,reentrancy,,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\20e72cb95d983104a0963965538d7243.sol,1,train,False,cgt_v1_label_conflict
213ac78de52b1d5b73222a4e647269ac,d0b7a97872309288080bd955da18ac1a284c9f004a36bdc6d9ea6220cfabac95,0,7,0,7,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\213ac78de52b1d5b73222a4e647269ac.sol,0,val,True,
22fc1f0341e063e69a7757e8ce96d153,431db451590038f2bb3d519c14a2615ca1a058c25f0dbea453a616cecc9a6719,1,1,1,0,1,front_running,front_running,114,SBcurated,C:\Users\Exauce\Documents\smart-contract-cgt\source\22fc1f0341e063e69a7757e8ce96d153.sol,1,train,True,
25da2b1b1e77bba58cf234eac71ad996,0b4bd482f982c89691dd830cea8a43d38ce41af0728699a39e7d3072a0bafaa7,1,2,2,0,1,denial_service,denial_service,128,SBcurated|SWCregistry,C:\Users\Exauce\Documents\smart-contract-cgt\source\25da2b1b1e77bba58cf234eac71ad996.sol,1,train,True,
266b37b9c7a420bcbbb0bae598b12acb,84fccb4114d5177e2012170bf72ce2ce94390b11143f924a62a0f621fd12b3b4,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\266b37b9c7a420bcbbb0bae598b12acb.sol,1,train,True,
26a24e0252cad60955eefe3095b60678,2008bb8b10ea623b6eada336512f3be91f8b5cc98f6bcee5da6b755172469798,0,5,0,5,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,104|107|113|114|120,NPChecker,C:\Users\Exauce\Documents\smart-contract-cgt\source\26a24e0252cad60955eefe3095b60678.sol,0,train,True,
26ef291a1db4a549e0225295427fe8d1,3759ca35ed6081c5e9530ffb73f91389079be1e4f6aa10dae5136a4f03d96425,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\26ef291a1db4a549e0225295427fe8d1.sol,0,train,False,cgt_v1_label_conflict
26f8be1c92078220de7f8c9de26398b3,4e913bbb1c3500dc164fcadaa614cc5131eefa8281fddf02b8da4128edbec698,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\26f8be1c92078220de7f8c9de26398b3.sol,0,train,False,cgt_v1_label_conflict
27bc70fee1ba95b4278050baa580c02d,fa53060b02854cf1a9b0e28d2c0d4192cc5c31a76614f44929ce9136690ffe8b,1,1,1,0,1,reentrancy,reentrancy,107,SBcurated,C:\Users\Exauce\Documents\smart-contract-cgt\source\27bc70fee1ba95b4278050baa580c02d.sol,1,train,True,
28a57a070ba417225137d7548eae53f5,7c2a8b3df42369f34be8d4f31613885b51b4cbc72a94c84c83399232f909fb03,1,1,1,0,1,arithmetic,arithmetic,101,EverEvolvingG,C:\Users\Exauce\Documents\smart-contract-cgt\source\28a57a070ba417225137d7548eae53f5.sol,0,train,False,cgt_v1_label_conflict
28c6c43a8b56f1bb8e68a71e1b248780,b35205101a87bc73d6c0cd58134ecd8c5481810bd7b84bec27bf0ac7e56326bd,1,6,4,2,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\28c6c43a8b56f1bb8e68a71e1b248780.sol,1,train,True,
2b0575027a80a17c1f30dd40d3a5faa5,35ab35865b50457896cc29073d61b1f6e0a7b3adcf6454de684863f66f73855f,1,5,2,3,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,denial_service,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\2b0575027a80a17c1f30dd40d3a5faa5.sol,1,train,True,
2b2beb388fb5b103e463206b735ae1bd,4832cb1e5829aaba2aa097f72f22f1afd1a6726db8f417c2cee938ec0d02502d,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\2b2beb388fb5b103e463206b735ae1bd.sol,1,val,False,cgt_v1_label_conflict
2c8ab8695e13d6b8e7199c1b14c44960,bde59af7e3c6e4a72a02c0ce378e74c155380145e88ae246948e6e77d5869e16,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\2c8ab8695e13d6b8e7199c1b14c44960.sol,1,val,True,
2d0c4e326c9f1051296a998f1fbb7bfb,4ec6b6bbdff11488e74a42bf7b28d1b63d536b9e0cac1625c5cae018be54073e,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\2d0c4e326c9f1051296a998f1fbb7bfb.sol,0|1,train,True,
2ded699ba83f6c6d414c19375997ff31,e5f72bf75a3eba6c79bbd8a7fcbe498f6833ff2f51a0a9286bb7449e4c496a97,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\2ded699ba83f6c6d414c19375997ff31.sol,1,train,True,
2df19a9e14258e4ccd927da453faca58,699bb1f4b6fc31ed9eb12e54b2fa5392934a7bcc8cff47dfe7af4588ce4f32c3,1,2,2,0,1,denial_service,denial_service,128,SBcurated|SWCregistry,C:\Users\Exauce\Documents\smart-contract-cgt\source\2df19a9e14258e4ccd927da453faca58.sol,1,train,True,
2df320615c6cb1a8da04030561222e38,2512877062170a6a899de9ae483eaabcd9b79bb4161efda4202e9f7688f26f41,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\2df320615c6cb1a8da04030561222e38.sol,1,train,False,cgt_v1_label_conflict
